Context,Question,Answer,filename
TNI dipimpin oleh seorang Panglima.,Siapakah pimpinan tertinggi TNI menurut Pasal 13?,Pimpinan tertinggi TNI adalah Panglima TNI.,uu_34_tahun_2004_471-571.json
Panglima sebagaimana dimaksud pada ayat (1) diangkat dan diberhentikan oleh Presiden setelah mendapat persetujuan Dewan Perwakilan Rakyat.,Siapa yang memiliki kewenangan mengangkat dan memberhentikan Panglima TNI?,"Presiden, dengan persetujuan Dewan Perwakilan Rakyat (DPR).",uu_34_tahun_2004_471-571.json
Panglima sebagaimana dimaksud pada ayat (1) diangkat dan diberhentikan oleh Presiden setelah mendapat persetujuan Dewan Perwakilan Rakyat.,Mengapa persetujuan DPR diperlukan dalam pengangkatan Panglima TNI?,Untuk memastikan mekanisme checks and balances serta legitimasi demokratis.,uu_34_tahun_2004_471-571.json
Pengangkatan dan pemberhentian Panglima dilakukan berdasarkan kepentingan organisasi TNI.,Berdasarkan apa pengangkatan dan pemberhentian Panglima harus dilakukan?,Berdasarkan kepentingan organisasi TNI.,uu_34_tahun_2004_471-571.json
Jabatan Panglima sebagaimana dimaksud pada ayat (3) dapat dijabat secara bergantian oleh Perwira Tinggi aktif dari tiap-tiap Angkatan yang sedang atau pernah menjabat sebagai Kepala Staf Angkatan.,Siapa saja yang dapat menjadi Panglima TNI menurut ayat (4)?,Perwira Tinggi aktif dari tiap Angkatan yang sedang atau pernah menjabat sebagai Kepala Staf Angkatan.,uu_34_tahun_2004_471-571.json
"Untuk mengangkat Panglima sebagaimana dimaksud pada ayat (3), Presiden mengusulkan satu orang calon Panglima untuk mendapat persetujuan Dewan Perwakilan Rakyat.",Bagaimana prosedur Presiden mengusulkan calon Panglima?,Presiden mengusulkan satu calon Panglima kepada DPR untuk mendapatkan persetujuan.,uu_34_tahun_2004_471-571.json
"Persetujuan Dewan Perwakilan Rakyat terhadap calon Panglima yang dipilih oleh Presiden, disampaikan paling lambat 20 hari tidak termasuk masa reses, terhitung sejak permohonan persetujuan calon Panglima diterima oleh Dewan Perwakilan Rakyat.",Berapa batas waktu DPR memberikan persetujuan atas calon Panglima?,Paling lambat 20 hari (di luar masa reses) sejak permohonan diterima.,uu_34_tahun_2004_471-571.json
"Dalam hal Dewan Perwakilan Rakyat tidak menyetujui calon Panglima yang diusulkan oleh Presiden sebagaimana dimaksud pada ayat (5) dan ayat (6), Presiden mengusulkan satu orang calon lain sebagai pengganti.",Apa yang dilakukan Presiden jika DPR menolak calon Panglima?,Presiden harus mengusulkan calon lain sebagai pengganti.,uu_34_tahun_2004_471-571.json
"Apabila Dewan Perwakilan Rakyat tidak menyetujui calon Panglima yang diusulkan oleh Presiden, Dewan Perwakilan Rakyat memberikan alasan tertulis yang menjelaskan ketidaksetujuannya.",Apa kewajiban DPR jika menolak calon Panglima?,DPR harus memberikan alasan tertulis atas penolakannya.,uu_34_tahun_2004_471-571.json
"Dalam hal Dewan Perwakilan Rakyat tidak memberikan jawaban sebagaimana dimaksud pada ayat (7), dianggap telah menyetujui, selanjutnya Presiden berwenang mengangkat Panglima baru dan memberhentikan Panglima lama.",Apa yang terjadi jika DPR tidak memberi jawaban dalam batas waktu?,Calon dianggap disetujui dan Presiden dapat melantik Panglima baru serta memberhentikan yang lama.,uu_34_tahun_2004_471-571.json
"Tata cara pengangkatan dan pemberhentian Panglima sebagaimana dimaksud pada ayat (2-9), diatur lebih lanjut dengan keputusan Presiden.",Melalui apa tata cara pengangkatan Panglima diatur lebih lanjut?,Melalui Keputusan Presiden.,uu_34_tahun_2004_471-571.json
Pengangkatan dan pemberhentian Panglima dilakukan berdasarkan kepentingan organisasi TNI.,Bagaimana mekanisme jika Panglima TNI mengundurkan diri sebelum masa jabatan berakhir?,Presiden mengusulkan calon pengganti kepada DPR; proses persetujuan mengikuti ayat (5) sampai (9).,uu_34_tahun_2004_471-571.json
Pengangkatan dan pemberhentian Panglima dilakukan berdasarkan kepentingan organisasi TNI.,Mengapa pergantian Panglima dilakukan berdasarkan kepentingan organisasi TNI?,Agar kontinuitas kepemimpinan dan efektivitas operasi TNI tetap terjaga.,uu_34_tahun_2004_471-571.json
Pengangkatan dan pemberhentian Panglima dilakukan berdasarkan kepentingan organisasi TNI.,Apa manfaat rotasi jabatan Panglima antar-angkatan?,Memberikan perspektif lintas matra dan pemerataan kesempatan karier bagi perwira tinggi.,uu_34_tahun_2004_471-571.json
Pengangkatan dan pemberhentian Panglima dilakukan berdasarkan kepentingan organisasi TNI.,Bagaimana status Panglima setelah diberhentikan oleh Presiden?,Panglima lama akan kembali menjadi perwira tinggi TNI hingga memasuki masa pensiun atau penugasan lain.,uu_34_tahun_2004_471-571.json
Pengangkatan dan pemberhentian Panglima dilakukan berdasarkan kepentingan organisasi TNI.,Apakah Pasal 13 mengatur masa jabatan tetap bagi Panglima?,"Tidak, pasal ini tidak menentukan batas waktu masa jabatan; masa jabatan bergantung pada kebijakan Presiden.",uu_34_tahun_2004_471-571.json
Pengangkatan dan pemberhentian Panglima dilakukan berdasarkan kepentingan organisasi TNI.,Bagaimana peran DPR dalam menjaga akuntabilitas proses pengangkatan Panglima?,DPR menilai kelayakan calon melalui uji kelayakan dan kepatutan sebelum memberikan persetujuan.,uu_34_tahun_2004_471-571.json
Pengangkatan dan pemberhentian Panglima dilakukan berdasarkan kepentingan organisasi TNI.,"Jika DPR berikan alasan tertulis penolakan, apa langkah Presiden selanjutnya?",Presiden meninjau alasan tersebut dan mengajukan calon baru sesuai ayat (7).,uu_34_tahun_2004_471-571.json
Pengangkatan dan pemberhentian Panglima dilakukan berdasarkan kepentingan organisasi TNI.,Kenapa ada batas waktu 20 hari untuk DPR?,Agar proses pergantian Panglima tidak berlarut dan kepemimpinan TNI tetap berjalan lancar.,uu_34_tahun_2004_471-571.json
Pengangkatan dan pemberhentian Panglima dilakukan berdasarkan kepentingan organisasi TNI.,Apakah Keputusan Presiden tentang tata cara pengangkatan Panglima perlu persetujuan DPR?,"Tidak, Keputusan Presiden ditetapkan oleh Presiden sebagai peraturan pelaksanaan.",uu_34_tahun_2004_471-571.json
Pengangkatan dan pemberhentian Panglima dilakukan berdasarkan kepentingan organisasi TNI.,"Dalam situasi darurat, bagaimana pengangkatan Panglima dipercepat?","Presiden masih mengikuti prosedur, namun DPR dapat mempercepat jadwal rapat dan sidang untuk memberikan persetujuan.",uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Bagaimana Pasal 13 mencerminkan prinsip supremasi sipil atas militer?,"Karena Panglima diangkat oleh Presiden (otoritas sipil) dengan persetujuan DPR, bukan ditunjuk internal militer semata.",uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Apa peran Kepala Staf Angkatan jika terpilih menjadi Panglima?,"Ia akan memimpin seluruh TNI, bukan hanya angkatan asalnya.",uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Bagaimana keputusan Presiden dalam pengangkatan Panglima diimplementasikan?,Melalui Keputusan Presiden yang memuat penetapan pengangkatan dan pemberhentian.,uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Mengapa diperlukan alasan tertulis dari DPR saat menolak calon?,Sebagai bentuk transparansi dan akuntabilitas publik.,uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Apa dampak ketentuan ayat (9) terhadap keseimbangan kekuasaan?,"Menjamin proses tidak terhambat jika DPR tidak merespons, namun tetap memberi DPR kesempatan menilai calon.",uu_34_tahun_2004_471-571.json
TNI dipimpin oleh seorang Panglima.,Apa tujuan ketentuan pada ayat (1) Pasal 13?,Ketentuan ini bertujuan memastikan kepemimpinan tertinggi TNI jelas.,uu_34_tahun_2004_471-571.json
Panglima sebagaimana dimaksud pada ayat (1) diangkat dan diberhentikan oleh Presiden setelah mendapat persetujuan Dewan Perwakilan Rakyat.,Apa tujuan ketentuan pada ayat (2) Pasal 13?,Ketentuan ini bertujuan memastikan proses pengangkatan Panglima transparan dan mendapat legitimasi DPR.,uu_34_tahun_2004_471-571.json
Pengangkatan dan pemberhentian Panglima dilakukan berdasarkan kepentingan organisasi TNI.,Apa tujuan ketentuan pada ayat (3) Pasal 13?,Ketentuan ini bertujuan memastikan pergantian Panglima memperhatikan kebutuhan organisasi TNI.,uu_34_tahun_2004_471-571.json
Jabatan Panglima sebagaimana dimaksud pada ayat (3) dapat dijabat secara bergantian oleh Perwira Tinggi aktif dari tiap-tiap Angkatan yang sedang atau pernah menjabat sebagai Kepala Staf Angkatan.,Apa tujuan ketentuan pada ayat (4) Pasal 13?,Ketentuan ini bertujuan memastikan kesetaraan peluang antar-angkatan dan kesinambungan kepemimpinan.,uu_34_tahun_2004_471-571.json
"Untuk mengangkat Panglima sebagaimana dimaksud pada ayat (3), Presiden mengusulkan satu orang calon Panglima untuk mendapat persetujuan Dewan Perwakilan Rakyat.",Apa tujuan ketentuan pada ayat (5) Pasal 13?,Ketentuan ini bertujuan memastikan Presiden hanya mengajukan satu calon untuk memudahkan proses persetujuan.,uu_34_tahun_2004_471-571.json
"Persetujuan Dewan Perwakilan Rakyat terhadap calon Panglima yang dipilih oleh Presiden, disampaikan paling lambat 20 hari tidak termasuk masa reses, terhitung sejak permohonan persetujuan calon Panglima diterima oleh Dewan Perwakilan Rakyat.",Apa tujuan ketentuan pada ayat (6) Pasal 13?,Ketentuan ini bertujuan memastikan DPR memiliki batas waktu agar proses tidak berlarut.,uu_34_tahun_2004_471-571.json
"Dalam hal Dewan Perwakilan Rakyat tidak menyetujui calon Panglima yang diusulkan oleh Presiden sebagaimana dimaksud pada ayat (5) dan ayat (6), Presiden mengusulkan satu orang calon lain sebagai pengganti.",Apa tujuan ketentuan pada ayat (7) Pasal 13?,Ketentuan ini bertujuan memastikan Presiden wajib mencari alternatif jika calon ditolak.,uu_34_tahun_2004_471-571.json
"Apabila Dewan Perwakilan Rakyat tidak menyetujui calon Panglima yang diusulkan oleh Presiden, Dewan Perwakilan Rakyat memberikan alasan tertulis yang menjelaskan ketidaksetujuannya.",Apa tujuan ketentuan pada ayat (8) Pasal 13?,Ketentuan ini bertujuan memastikan Menjamin transparansi DPR dalam menolak calon.,uu_34_tahun_2004_471-571.json
"Dalam hal Dewan Perwakilan Rakyat tidak memberikan jawaban sebagaimana dimaksud pada ayat (7), dianggap telah menyetujui, selanjutnya Presiden berwenang mengangkat Panglima baru dan memberhentikan Panglima lama.",Apa tujuan ketentuan pada ayat (9) Pasal 13?,Ketentuan ini bertujuan memastikan Menjaga kelancaran suksesi jika DPR tidak merespons.,uu_34_tahun_2004_471-571.json
"Tata cara pengangkatan dan pemberhentian Panglima sebagaimana dimaksud pada ayat (2-9), diatur lebih lanjut dengan keputusan Presiden.",Apa tujuan ketentuan pada ayat (10) Pasal 13?,Ketentuan ini bertujuan memastikan Memberi dasar hukum teknis bagi prosedur detail pengangkatan.,uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Bagaimana kaitan Pasal 13 dengan UU TNI lainnya?,"Pasal 13 memberikan kerangka suksesi Panglima, sedangkan detail lain diatur peraturan pelaksana.",uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Apakah Panglima harus berasal dari matra yang sama secara berurutan?,"Tidak, bisa bergantian antar-angkatan sesuai ayat (4).",uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Apa arti 'kepentingan organisasi TNI' saat menunjuk Panglima?,Memilih pemimpin terbaik untuk meningkatkan profesionalitas dan kesiapan TNI.,uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Bagaimana DPR melakukan uji kelayakan calon Panglima?,"Melalui rapat komisi, pendalaman visi-misi, dan klarifikasi rekam jejak.",uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Apa yang dimaksud 'masa reses' pada ayat (6)?,Periode jeda sidang DPR; batas 20 hari tidak menghitung masa reses.,uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Dapatkah calon Panglima berasal dari purnawirawan?,"Tidak, menurut ayat (4) harus Perwira Tinggi aktif.",uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Bagaimana jika calon Panglima wafat sebelum dilantik?,Presiden mengusulkan calon baru dan proses persetujuan diulang.,uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Apakah Pasal 13 mengatur masa jabatan minimal Panglima?,Tidak; masa jabatan dapat bervariasi tergantung keputusan Presiden.,uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Bagaimana penolakan calon Panglima memperkuat demokrasi?,Memberi DPR peran kontrol terhadap pejabat militer tertinggi.,uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Apa saja pertimbangan Presiden memilih calon Panglima?,"Pengalaman, rekam jejak, kebutuhan organisasi, dan keseimbangan matra.",uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Apa konsekuensi jika Presiden mengangkat Panglima tanpa persetujuan DPR?,Melanggar Pasal 13 dan dapat menimbulkan konstitusional dispute.,uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Bagaimana Keputusan Presiden tentang tata cara diimplementasikan di lingkungan TNI?,Melalui Peraturan Panglima TNI dan petunjuk teknis.,uu_34_tahun_2004_471-571.json
"(1) Organisasi TNI terdiri atas Markas Besar TNI yang membawahkan Markas Besar TNI Angkatan Darat, Markas Besar TNI Angkatan Laut, dan Markas Besar TNI Angkatan Udara. (2) Markas Besar TNI terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Operasi. (3) Markas Besar Angkatan terdiri atas unsur pimpinan, unsur pembantu pimpinan, unsur pelayanan, badan pelaksana pusat, dan Komando Utama Pembinaan. (4) Susunan organisasi TNI sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan Keputusan Presiden.",Apa pentingnya rotasi kepemimpinan bagi profesionalitas TNI?,Mencegah dominasi satu matra dan memperluas pengalaman strategis.,uu_34_tahun_2004_471-571.json
